Draw ID,N1,N2,N3,N4,N5,N6,Sum,N1_color,N2_color,N3_color,N4_color,N5_color,N6_color
4970411,33,43,38,49,16,47.0,226.0,Green,Red,Blue,Yellow,Red,Blue
4970410,15,17,18,30,45,1.0,126.0,Green,Blue,Green,Green,Green,Red
4970409,16,30,17,40,22,27.0,152.0,Red,Green,Blue,Red,Red,Green
4970408,15,49,37,2,34,6.0,143.0,Green,Yellow,Red,Blue,Red,Green
4970407,11,31,18,17,33,40.0,150.0,Blue,Red,Green,Blue,Green,Red
4970406,45,5,41,15,9,12.0,127.0,Green,Blue,Blue,Green,Green,Green
4970405,22,10,33,28,37,14.0,144.0,Red,Red,Green,Red,Red,Blue
4970404,22,13,8,12,48,34.0,137.0,Red,Red,Blue,Green,Green,Red
4970403,43,37,16,22,26,24.0,168.0,Red,Red,Red,Red,Blue,Green
4970402,32,26,7,6,23,33.0,127.0,Blue,Blue,Red,Green,Blue,Green
4970401,49,39,10,4,7,5.0,114.0,Yellow,Green,Red,Red,Red,Blue
4970400,17,43,42,11,46,6.0,165.0,Blue,Red,Green,Blue,Red,Green
4970399,10,29,19,16,39,21.0,134.0,Red,Blue,Red,Red,Green,Green
4970398,31,22,35,13,42,36.0,179.0,Red,Red,Blue,Red,Green,Green
4970397,17,27,16,31,23,12.0,126.0,Blue,Green,Red,Red,Blue,Green
4970396,32,38,39,35,21,36.0,201.0,Blue,Blue,Green,Blue,Green,Green
4970395,35,30,25,16,14,13.0,133.0,Blue,Green,Red,Red,Blue,Red
4970394,17,7,40,12,10,47.0,133.0,Blue,Red,Red,Green,Red,Blue
4970393,17,37,26,27,31,43.0,181.0,Blue,Red,Blue,Green,Red,Red
4970392,21,15,28,41,47,31.0,183.0,Green,Green,Red,Blue,Blue,Red
4970391,31,42,14,49,44,45.0,225.0,Red,Green,Blue,Yellow,Blue,Green
4970390,31,12,11,43,14,16.0,127.0,Red,Green,Blue,Red,Blue,Red
4970389,6,20,24,31,36,45.0,162.0,Green,Blue,Green,Red,Green,Green
4970388,49,9,2,6,5,29.0,100.0,Yellow,Green,Blue,Green,Blue,Blue
4970387,7,17,30,40,8,26.0,128.0,Red,Blue,Green,Red,Blue,Blue
4970386,34,32,49,29,24,46.0,214.0,Red,Blue,Yellow,Blue,Green,Red
4970385,45,21,2,6,41,19.0,134.0,Green,Green,Blue,Green,Blue,Red
4970384,38,11,29,12,21,18.0,129.0,Blue,Blue,Blue,Green,Green,Green
4970383,26,19,11,21,43,15.0,135.0,Blue,Red,Blue,Green,Red,Green
4970382,35,18,11,13,45,8.0,130.0,Blue,Green,Blue,Red,Green,Blue
4970380,34,46,38,31,18,30.0,197.0,Red,Red,Blue,Red,Green,Green
4970379,40,35,2,49,28,39.0,193.0,Red,Blue,Blue,Yellow,Red,Green
4970378,25,39,32,43,47,20.0,206.0,Red,Green,Blue,Red,Blue,Blue
4970377,49,45,11,19,6,7.0,137.0,Yellow,Green,Blue,Red,Green,Red
4970376,2,13,10,25,7,11.0,68.0,Blue,Red,Red,Red,Red,Blue
4970375,23,39,46,1,5,49.0,163.0,Blue,Green,Red,Red,Blue,Yellow
4970374,40,14,7,12,31,48.0,152.0,Red,Blue,Red,Green,Red,Green
4970373,19,17,41,27,13,34.0,151.0,Red,Blue,Blue,Green,Red,Red
4970372,31,33,4,47,5,41.0,161.0,Red,Green,Red,Blue,Blue,Blue
4970371,48,31,47,4,17,9.0,156.0,Green,Red,Blue,Red,Blue,Green
4970370,30,38,1,17,43,5.0,134.0,Green,Blue,Red,Blue,Red,Blue
4970369,3,23,29,24,36,6.0,121.0,Green,Blue,Blue,Green,Green,Green
4970368,12,16,48,34,3,6.0,119.0,Green,Red,Green,Red,Green,Green
4970367,49,46,32,28,14,24.0,193.0,Yellow,Red,Blue,Red,Blue,Green
4970366,44,45,41,27,9,18.0,184.0,Blue,Green,Blue,Green,Green,Green
4970365,8,36,17,29,31,34.0,155.0,Blue,Green,Blue,Blue,Red,Red
4970364,46,42,25,13,49,41.0,216.0,Red,Green,Red,Red,Yellow,Blue
4970363,34,45,2,32,6,1.0,120.0,Red,Green,Blue,Blue,Green,Red
4970362,46,22,36,14,13,21.0,152.0,Red,Red,Green,Blue,Red,Green
4970361,21,2,5,16,23,42.0,109.0,Green,Blue,Blue,Red,Blue,Green
4970360,34,39,10,31,8,1.0,123.0,Red,Green,Red,Red,Blue,Red
4970359,40,10,9,31,37,33.0,160.0,Red,Red,Green,Red,Red,Green
4970358,17,23,25,5,9,6.0,85.0,Blue,Blue,Red,Blue,Green,Green
4970357,6,40,10,42,27,46.0,171.0,Green,Red,Red,Green,Green,Red
4970356,21,32,28,14,39,10.0,144.0,Green,Blue,Red,Blue,Green,Red
4970355,48,9,33,16,43,15.0,164.0,Green,Green,Green,Red,Red,Green
4970354,13,21,2,38,10,15.0,99.0,Red,Green,Blue,Blue,Red,Green
4970353,16,35,27,43,49,6.0,176.0,Red,Blue,Green,Red,Yellow,Green
4970352,1,15,12,37,32,22.0,119.0,Red,Green,Green,Red,Blue,Red
4970351,19,25,41,3,23,5.0,116.0,Red,Red,Blue,Green,Blue,Blue
4970350,41,42,14,22,45,36.0,200.0,Blue,Green,Blue,Red,Green,Green
4970349,1,41,6,44,7,2.0,101.0,Red,Blue,Green,Blue,Red,Blue
4970348,31,6,1,27,21,9.0,95.0,Red,Green,Red,Green,Green,Green
4970347,38,48,14,46,21,23.0,190.0,Blue,Green,Blue,Red,Green,Blue
4970346,40,30,23,27,34,8.0,162.0,Red,Green,Blue,Green,Red,Blue
4970345,19,35,5,27,39,1.0,126.0,Red,Blue,Blue,Green,Green,Red
4970344,15,22,24,31,19,14.0,125.0,Green,Red,Green,Red,Red,Blue
4970343,30,29,45,28,11,13.0,156.0,Green,Blue,Green,Red,Blue,Red
4970342,27,25,18,8,34,45.0,157.0,Green,Red,Green,Blue,Red,Green
4970341,24,10,35,25,46,40.0,180.0,Green,Red,Blue,Red,Red,Red
4970340,1,8,7,9,27,21.0,73.0,Red,Blue,Red,Green,Green,Green
4970339,1,16,8,24,20,13.0,82.0,Red,Red,Blue,Green,Blue,Red
4970338,39,6,10,46,35,13.0,149.0,Green,Green,Red,Red,Blue,Red
4970337,40,7,43,24,32,49.0,195.0,Red,Red,Red,Green,Blue,Yellow
4970336,23,25,12,37,44,48.0,189.0,Blue,Red,Green,Red,Blue,Green
4970335,1,17,47,6,43,46.0,160.0,Red,Blue,Blue,Green,Red,Red
4970334,35,3,47,5,29,1.0,120.0,Blue,Green,Blue,Blue,Blue,Red
4970333,35,46,27,15,19,33.0,175.0,Blue,Red,Green,Green,Red,Green
4970332,37,31,2,9,3,45.0,127.0,Red,Red,Blue,Green,Green,Green
4970331,24,40,22,49,43,5.0,183.0,Green,Red,Red,Yellow,Red,Blue
4970330,9,34,19,26,3,40.0,131.0,Green,Red,Red,Blue,Green,Red
4970329,7,4,5,47,19,17.0,99.0,Red,Red,Blue,Blue,Red,Blue
4970328,26,14,17,29,5,11.0,102.0,Blue,Blue,Blue,Blue,Blue,Blue
4970327,42,9,16,47,28,13.0,155.0,Green,Green,Red,Blue,Red,Red
4970326,41,31,35,9,1,32.0,149.0,Blue,Red,Blue,Green,Red,Blue
4970325,2,34,13,3,15,39.0,106.0,Blue,Red,Red,Green,Green,Green
4970324,24,25,6,39,12,14.0,120.0,Green,Red,Green,Green,Green,Blue
4970323,42,23,20,15,13,37.0,150.0,Green,Blue,Blue,Green,Red,Red
4970322,19,18,47,44,4,1.0,133.0,Red,Green,Blue,Blue,Red,Red
4970321,43,13,32,20,15,30.0,153.0,Red,Red,Blue,Blue,Green,Green
4970320,33,17,29,6,39,22.0,146.0,Green,Blue,Blue,Green,Green,Red
4970319,48,47,34,18,15,28.0,190.0,Green,Blue,Red,Green,Green,Red
4970318,15,1,42,44,47,39.0,188.0,Green,Red,Green,Blue,Blue,Green
4970317,18,13,43,19,36,32.0,161.0,Green,Red,Red,Red,Green,Blue
4970316,47,46,25,5,26,31.0,180.0,Blue,Red,Red,Blue,Blue,Red
4970315,17,36,1,13,32,18.0,117.0,Blue,Green,Red,Red,Blue,Green
4970314,36,14,7,16,31,2.0,106.0,Green,Blue,Red,Red,Red,Blue
4970313,42,18,40,34,12,8.0,154.0,Green,Green,Red,Red,Green,Blue
4970312,26,34,37,38,25,32.0,192.0,Blue,Red,Red,Blue,Red,Blue
4970311,13,20,43,1,48,34.0,159.0,Red,Blue,Red,Red,Green,Red
4970310,32,23,21,44,31,47.0,198.0,Blue,Blue,Green,Blue,Red,Blue
4970309,31,36,39,38,4,1.0,149.0,Red,Green,Green,Blue,Red,Red
4970308,7,4,44,49,5,27.0,136.0,Red,Red,Blue,Yellow,Blue,Green
4970307,39,11,6,5,45,37.0,143.0,Green,Blue,Green,Blue,Green,Red
4970306,13,31,5,46,47,36.0,178.0,Red,Red,Blue,Red,Blue,Green
4970305,7,48,34,29,8,12.0,138.0,Red,Green,Red,Blue,Blue,Green
4970304,13,9,48,42,41,19.0,172.0,Red,Green,Green,Green,Blue,Red
4970303,30,37,15,7,33,17.0,139.0,Green,Red,Green,Red,Green,Blue
4970302,16,43,14,28,7,40.0,148.0,Red,Red,Blue,Red,Red,Red
4970301,2,44,25,26,7,37.0,141.0,Blue,Blue,Red,Blue,Red,Red
4970300,26,1,15,17,47,25.0,131.0,Blue,Red,Green,Blue,Blue,Red
4970299,42,35,2,46,22,16.0,163.0,Green,Blue,Blue,Red,Red,Red
4970298,49,36,7,32,46,17.0,187.0,Yellow,Green,Red,Blue,Red,Blue
4970297,49,45,23,8,19,16.0,160.0,Yellow,Green,Blue,Blue,Red,Red
4970296,20,43,8,35,24,48.0,178.0,Blue,Red,Blue,Blue,Green,Green
4970295,48,41,16,20,36,35.0,196.0,Green,Blue,Red,Blue,Green,Blue
4970294,10,14,32,48,19,38.0,161.0,Red,Blue,Blue,Green,Red,Blue
4970293,13,45,49,41,21,4.0,173.0,Red,Green,Yellow,Blue,Green,Red
4970292,1,19,6,39,23,16.0,104.0,Red,Red,Green,Green,Blue,Red
4970291,22,19,14,40,3,32.0,130.0,Red,Red,Blue,Red,Green,Blue
4970290,43,33,23,38,35,44.0,216.0,Red,Green,Blue,Blue,Blue,Blue
4970289,3,43,28,23,8,42.0,147.0,Green,Red,Red,Blue,Blue,Green
4970288,47,2,14,3,6,43.0,115.0,Blue,Blue,Blue,Green,Green,Red
4970287,15,16,37,44,14,8.0,134.0,Green,Red,Red,Blue,Blue,Blue
4970286,33,4,1,34,8,18.0,98.0,Green,Red,Red,Red,Blue,Green
4970285,23,33,35,19,18,20.0,148.0,Blue,Green,Blue,Red,Green,Blue
4970284,45,31,42,44,14,41.0,217.0,Green,Red,Green,Blue,Blue,Blue
4970283,26,13,40,15,38,16.0,148.0,Blue,Red,Red,Green,Blue,Red
4970282,37,47,6,39,19,22.0,170.0,Red,Blue,Green,Green,Red,Red
4970281,45,46,16,5,3,10.0,125.0,Green,Red,Red,Blue,Green,Red
4970280,2,21,10,19,46,30.0,128.0,Blue,Green,Red,Red,Red,Green
4970279,26,7,39,42,14,2.0,130.0,Blue,Red,Green,Green,Blue,Blue
4970278,12,14,19,5,17,18.0,85.0,Green,Blue,Red,Blue,Blue,Green
4970277,34,43,40,49,7,27.0,200.0,Red,Red,Red,Yellow,Red,Green
4970276,35,9,30,13,17,2.0,106.0,Blue,Green,Green,Red,Blue,Blue
4970275,8,13,42,3,1,37.0,104.0,Blue,Red,Green,Green,Red,Red
4970274,17,3,48,34,9,39.0,150.0,Blue,Green,Green,Red,Green,Green
4970273,1,49,16,5,11,18.0,100.0,Red,Yellow,Red,Blue,Blue,Green
4970272,15,12,45,6,16,42.0,136.0,Green,Green,Green,Green,Red,Green
4970271,1,45,46,5,41,42.0,180.0,Red,Green,Red,Blue,Blue,Green
4970270,48,3,15,2,25,45.0,138.0,Green,Green,Green,Blue,Red,Green
4970269,29,11,18,19,12,27.0,116.0,Blue,Blue,Green,Red,Green,Green
4970268,30,9,44,39,34,7.0,163.0,Green,Green,Blue,Green,Red,Red
4970267,26,6,15,49,1,34.0,131.0,Blue,Green,Green,Yellow,Red,Red
4970266,5,45,34,17,22,36.0,159.0,Blue,Green,Red,Blue,Red,Green
4970265,29,36,7,35,47,5.0,159.0,Blue,Green,Red,Blue,Blue,Blue
4970264,48,2,43,34,38,32.0,197.0,Green,Blue,Red,Red,Blue,Blue
4970263,34,30,12,43,38,24.0,181.0,Red,Green,Green,Red,Blue,Green
4970262,42,27,23,45,11,39.0,187.0,Green,Green,Blue,Green,Blue,Green
4970261,15,35,34,31,23,9.0,147.0,Green,Blue,Red,Red,Blue,Green
4970260,7,45,38,13,16,22.0,141.0,Red,Green,Blue,Red,Red,Red
4970259,35,49,25,19,30,36.0,194.0,Blue,Yellow,Red,Red,Green,Green
4970258,27,23,1,30,47,49.0,177.0,Green,Blue,Red,Green,Blue,Yellow
4970257,19,43,7,10,25,11.0,115.0,Red,Red,Red,Red,Red,Blue
4970256,9,39,11,49,45,27.0,180.0,Green,Green,Blue,Yellow,Green,Green
4970255,29,31,27,8,13,35.0,143.0,Blue,Red,Green,Blue,Red,Blue
4970254,6,12,43,5,40,8.0,114.0,Green,Green,Red,Blue,Red,Blue
4970253,11,45,40,9,20,23.0,148.0,Blue,Green,Red,Green,Blue,Blue
4970252,48,17,32,3,36,11.0,147.0,Green,Blue,Blue,Green,Green,Blue
4970251,21,45,37,3,6,44.0,156.0,Green,Green,Red,Green,Green,Blue
4970250,32,12,14,47,31,29.0,165.0,Blue,Green,Blue,Blue,Red,Blue
4970249,26,10,36,11,43,14.0,140.0,Blue,Red,Green,Blue,Red,Blue
4970248,4,49,6,33,18,41.0,151.0,Red,Yellow,Green,Green,Green,Blue
4970247,37,43,36,29,30,28.0,203.0,Red,Red,Green,Blue,Green,Red
4970246,32,10,47,29,12,40.0,170.0,Blue,Red,Blue,Blue,Green,Red
4970245,24,36,10,1,6,19.0,96.0,Green,Green,Red,Red,Green,Red
4970244,19,49,40,13,38,5.0,164.0,Red,Yellow,Red,Red,Blue,Blue
4970243,43,48,30,13,36,41.0,211.0,Red,Green,Green,Red,Green,Blue
4970242,13,48,45,17,28,29.0,180.0,Red,Green,Green,Blue,Red,Blue
4970241,22,19,8,36,25,41.0,151.0,Red,Red,Blue,Green,Red,Blue
4970240,30,49,45,35,23,15.0,197.0,Green,Yellow,Green,Blue,Blue,Green
4970177,28,39,4,36,16,13.0,136.0,Red,Green,Red,Green,Red,Red
4970176,36,45,41,25,28,8.0,183.0,Green,Green,Blue,Red,Red,Blue
4970175,31,27,12,5,35,46.0,156.0,Red,Green,Green,Blue,Blue,Red
4970174,45,36,13,2,46,35.0,177.0,Green,Green,Red,Blue,Red,Blue
4970173,28,37,41,49,36,44.0,235.0,Red,Red,Blue,Yellow,Green,Blue
4970172,40,19,12,6,1,34.0,112.0,Red,Red,Green,Green,Red,Red
4970171,45,20,44,31,21,3.0,164.0,Green,Blue,Blue,Red,Green,Green
4970170,30,5,4,26,10,7.0,82.0,Green,Blue,Red,Blue,Red,Red
4970169,6,26,37,22,42,1.0,134.0,Green,Blue,Red,Red,Green,Red
4970168,29,2,37,10,34,18.0,130.0,Blue,Blue,Red,Red,Red,Green
4970167,32,20,43,26,22,3.0,146.0,Blue,Blue,Red,Blue,Red,Green
4970166,18,17,46,25,45,36.0,187.0,Green,Blue,Red,Red,Green,Green
4970165,48,30,6,3,9,49.0,145.0,Green,Green,Green,Green,Green,Yellow
4970164,21,37,17,32,43,23.0,173.0,Green,Red,Blue,Blue,Red,Blue
4970163,41,19,27,34,7,22.0,150.0,Blue,Red,Green,Red,Red,Red
4970162,7,46,8,15,43,29.0,148.0,Red,Red,Blue,Green,Red,Blue
4970161,37,22,3,6,1,48.0,117.0,Red,Red,Green,Green,Red,Green
4970160,20,7,1,25,47,23.0,123.0,Blue,Red,Red,Red,Blue,Blue
4970159,19,32,25,4,14,10.0,104.0,Red,Blue,Red,Red,Blue,Red
4970158,10,25,36,28,9,14.0,122.0,Red,Red,Green,Red,Green,Blue
4970157,29,27,49,43,26,45.0,219.0,Blue,Green,Yellow,Red,Blue,Green
4970156,49,21,14,8,40,36.0,168.0,Yellow,Green,Blue,Blue,Red,Green
4970155,44,27,30,39,42,31.0,213.0,Blue,Green,Green,Green,Green,Red
4970154,2,48,45,33,9,34.0,171.0,Blue,Green,Green,Green,Green,Red
4970153,39,15,30,36,38,28.0,186.0,Green,Green,Green,Green,Blue,Red
4970152,12,35,31,20,38,11.0,147.0,Green,Blue,Red,Blue,Blue,Blue
4970151,41,11,4,24,13,20.0,113.0,Blue,Blue,Red,Green,Red,Blue
4970150,1,12,5,6,11,43.0,78.0,Red,Green,Blue,Green,Blue,Red
4970149,30,45,42,29,25,38.0,209.0,Green,Green,Green,Blue,Red,Blue
4970148,41,40,42,27,43,49.0,242.0,Blue,Red,Green,Green,Red,Yellow
4970147,36,7,35,31,15,37.0,161.0,Green,Red,Blue,Red,Green,Red
4970146,20,10,19,21,22,47.0,139.0,Blue,Red,Red,Green,Red,Blue
4970145,33,8,14,15,17,40.0,127.0,Green,Blue,Blue,Green,Blue,Red
4970144,4,10,12,1,11,3.0,41.0,Red,Red,Green,Red,Blue,Green
4970143,44,4,45,43,20,2.0,158.0,Blue,Red,Green,Red,Blue,Blue
4970142,23,48,49,7,45,28.0,200.0,Blue,Green,Yellow,Red,Green,Red
4970141,13,17,36,33,20,31.0,150.0,Red,Blue,Green,Green,Blue,Red
4970140,49,40,1,18,9,44.0,161.0,Yellow,Red,Red,Green,Green,Blue
4970139,38,1,31,15,39,9.0,133.0,Blue,Red,Red,Green,Green,Green
4970138,3,22,41,29,8,44.0,147.0,Green,Red,Blue,Blue,Blue,Blue
4970137,44,34,41,19,18,11.0,167.0,Blue,Red,Blue,Red,Green,Blue
4970136,31,30,46,4,16,1.0,128.0,Red,Green,Red,Red,Red,Red
4970135,49,33,12,13,25,16.0,148.0,Yellow,Green,Green,Red,Red,Red
4970134,8,38,16,39,27,11.0,139.0,Blue,Blue,Red,Green,Green,Blue
4970133,46,36,26,45,40,16.0,209.0,Red,Green,Blue,Green,Red,Red
4970132,42,47,16,19,26,27.0,177.0,Green,Blue,Red,Red,Blue,Green
4970131,33,19,27,41,1,45.0,166.0,Green,Red,Green,Blue,Red,Green
4970130,23,15,18,47,19,31.0,153.0,Blue,Green,Green,Blue,Red,Red
4970129,9,7,5,19,28,44.0,112.0,Green,Red,Blue,Red,Red,Blue
4970128,29,27,46,33,35,39.0,209.0,Blue,Green,Red,Green,Blue,Green
4970127,30,21,39,37,7,36.0,170.0,Green,Green,Green,Red,Red,Green
4970126,36,40,33,6,14,43.0,172.0,Green,Red,Green,Green,Blue,Red
4970125,29,32,31,39,45,46.0,222.0,Blue,Blue,Red,Green,Green,Red
4970124,36,18,41,26,39,12.0,172.0,Green,Green,Blue,Blue,Green,Green
4970123,25,9,44,3,28,15.0,124.0,Red,Green,Blue,Green,Red,Green
4970122,6,32,37,48,11,28.0,162.0,Green,Blue,Red,Green,Blue,Red
4970121,11,23,21,30,14,31.0,130.0,Blue,Blue,Green,Green,Blue,Red
4970120,27,28,4,3,47,43.0,152.0,Green,Red,Red,Green,Blue,Red
4970119,26,37,27,24,10,43.0,167.0,Blue,Red,Green,Green,Red,Red
4970118,43,19,12,15,4,7.0,100.0,Red,Red,Green,Green,Red,Red
4970117,1,9,19,6,47,2.0,84.0,Red,Green,Red,Green,Blue,Blue
4970116,17,24,5,42,23,20.0,131.0,Blue,Green,Blue,Green,Blue,Blue
4970115,19,3,4,37,43,5.0,111.0,Red,Green,Red,Red,Red,Blue
4970114,30,32,33,37,4,16.0,152.0,Green,Blue,Green,Red,Red,Red
4970113,36,20,1,14,49,26.0,146.0,Green,Blue,Red,Blue,Yellow,Blue
4970112,41,28,22,18,14,2.0,125.0,Blue,Red,Red,Green,Blue,Blue
4970111,24,23,19,8,33,1.0,108.0,Green,Blue,Red,Blue,Green,Red
4970110,32,40,1,27,23,37.0,160.0,Blue,Red,Red,Green,Blue,Red
4970109,26,3,11,48,37,27.0,152.0,Blue,Green,Blue,Green,Red,Green
4970108,21,19,13,34,47,14.0,148.0,Green,Red,Red,Red,Blue,Blue
4970107,15,11,29,3,32,38.0,128.0,Green,Blue,Blue,Green,Blue,Blue
4970106,5,33,26,2,12,18.0,96.0,Blue,Green,Blue,Blue,Green,Green
4970105,44,1,19,37,41,21.0,163.0,Blue,Red,Red,Red,Blue,Green
4970104,32,8,31,19,9,2.0,101.0,Blue,Blue,Red,Red,Green,Blue
4970103,15,28,26,41,45,4.0,159.0,Green,Red,Blue,Blue,Green,Red
4970102,17,42,44,16,30,25.0,174.0,Blue,Green,Blue,Red,Green,Red
4970101,16,5,23,49,10,38.0,141.0,Red,Blue,Blue,Yellow,Red,Blue
4970100,12,14,37,11,15,17.0,106.0,Green,Blue,Red,Blue,Green,Blue
4970099,44,10,16,7,35,37.0,149.0,Blue,Red,Red,Red,Blue,Red
4970098,10,45,3,14,38,35.0,145.0,Red,Green,Green,Blue,Blue,Blue
4970097,31,20,34,11,28,38.0,162.0,Red,Blue,Red,Blue,Red,Blue
4970096,33,12,31,37,45,14.0,172.0,Green,Green,Red,Red,Green,Blue
4970095,29,49,19,37,21,5.0,160.0,Blue,Yellow,Red,Red,Green,Blue
4970094,13,22,7,27,33,29.0,131.0,Red,Red,Red,Green,Green,Blue
4970093,41,7,18,14,12,4.0,96.0,Blue,Red,Green,Blue,Green,Red
4970092,4,23,29,15,38,49.0,158.0,Red,Blue,Blue,Green,Blue,Yellow
4970091,3,43,25,8,2,44.0,125.0,Green,Red,Red,Blue,Blue,Blue
4970090,46,11,40,25,38,8.0,168.0,Red,Blue,Red,Red,Blue,Blue
4970089,40,3,9,22,42,35.0,151.0,Red,Green,Green,Red,Green,Blue
4970088,11,30,36,44,14,45.0,180.0,Blue,Green,Green,Blue,Blue,Green
4970087,24,19,26,22,12,36.0,139.0,Green,Red,Blue,Red,Green,Green
4970086,32,24,28,38,41,11.0,174.0,Blue,Green,Red,Blue,Blue,Blue
4970084,9,20,27,11,38,24.0,129.0,Green,Blue,Green,Blue,Blue,Green
4970079,6,1,13,37,27,38.0,122.0,Green,Red,Red,Red,Green,Blue
4970078,39,42,24,33,20,2.0,160.0,Green,Green,Green,Green,Blue,Blue
4970077,28,13,37,15,44,21.0,158.0,Red,Red,Red,Green,Blue,Green
4970076,38,13,2,42,8,39.0,142.0,Blue,Red,Blue,Green,Blue,Green
4970075,25,8,17,39,29,47.0,165.0,Red,Blue,Blue,Green,Blue,Blue
4970074,15,42,39,25,20,48.0,189.0,Green,Green,Green,Red,Blue,Green
4970073,36,6,25,9,16,22.0,114.0,Green,Green,Red,Green,Red,Red
4970072,23,31,4,34,27,38.0,157.0,Blue,Red,Red,Red,Green,Blue
4970071,44,26,27,24,45,11.0,177.0,Blue,Blue,Green,Green,Green,Blue
4970070,18,17,22,44,20,19.0,140.0,Green,Blue,Red,Blue,Blue,Red
4970069,43,19,31,1,25,27.0,146.0,Red,Red,Red,Red,Red,Green
4970068,16,7,44,12,2,6.0,87.0,Red,Red,Blue,Green,Blue,Green
4970067,17,45,4,1,38,25.0,130.0,Blue,Green,Red,Red,Blue,Red
4970066,36,10,37,49,30,14.0,176.0,Green,Red,Red,Yellow,Green,Blue
4970065,37,13,22,46,19,45.0,182.0,Red,Red,Red,Red,Red,Green
4970064,28,4,33,10,24,23.0,122.0,Red,Red,Green,Red,Green,Blue
4970063,6,35,29,14,39,19.0,142.0,Green,Blue,Blue,Blue,Green,Red
4970062,39,35,3,32,13,17.0,139.0,Green,Blue,Green,Blue,Red,Blue
4970061,30,49,43,16,2,45.0,185.0,Green,Yellow,Red,Red,Blue,Green
4970060,11,7,28,44,18,21.0,129.0,Blue,Red,Red,Blue,Green,Green
4970059,49,34,42,39,15,47.0,226.0,Yellow,Red,Green,Green,Green,Blue
4970058,4,44,49,17,18,1.0,133.0,Red,Blue,Yellow,Blue,Green,Red
4970057,17,29,25,6,16,45.0,138.0,Blue,Blue,Red,Green,Red,Green
4970056,17,7,18,40,29,24.0,135.0,Blue,Red,Green,Red,Blue,Green
4970055,4,18,43,21,30,31.0,147.0,Red,Green,Red,Green,Green,Red
4970054,23,25,4,5,24,34.0,115.0,Blue,Red,Red,Blue,Green,Red
4970053,30,4,23,24,35,38.0,154.0,Green,Red,Blue,Green,Blue,Blue
4970052,28,48,24,11,16,35.0,162.0,Red,Green,Green,Blue,Red,Blue
4970051,1,31,10,15,46,17.0,120.0,Red,Red,Red,Green,Red,Blue
4970050,41,25,17,10,48,32.0,173.0,Blue,Red,Blue,Red,Green,Blue
4970049,46,37,6,7,22,27.0,145.0,Red,Red,Green,Red,Red,Green
4970048,31,33,8,47,40,23.0,182.0,Red,Green,Blue,Blue,Red,Blue
4970047,37,11,19,47,13,20.0,147.0,Red,Blue,Red,Blue,Red,Blue
4970046,7,37,26,48,36,42.0,196.0,Red,Red,Blue,Green,Green,Green
4970045,11,39,12,4,20,35.0,121.0,Blue,Green,Green,Red,Blue,Blue
4970044,31,47,18,2,5,6.0,109.0,Red,Blue,Green,Blue,Blue,Green
4970043,46,7,17,35,47,1.0,153.0,Red,Red,Blue,Blue,Blue,Red
4970042,39,48,38,47,36,27.0,235.0,Green,Green,Blue,Blue,Green,Green
4970041,34,10,6,28,39,46.0,163.0,Red,Red,Green,Red,Green,Red
4970040,6,8,45,25,18,28.0,130.0,Green,Blue,Green,Red,Green,Red
4970039,45,16,33,38,19,6.0,157.0,Green,Red,Green,Blue,Red,Green
4970038,8,29,24,6,37,31.0,135.0,Blue,Blue,Green,Green,Red,Red
4970037,43,2,27,20,32,34.0,158.0,Red,Blue,Green,Blue,Blue,Red
4970036,25,40,36,44,12,7.0,164.0,Red,Red,Green,Blue,Green,Red
4970035,26,46,41,29,49,27.0,218.0,Blue,Red,Blue,Blue,Yellow,Green
4970034,13,30,3,38,35,25.0,144.0,Red,Green,Green,Blue,Blue,Red
4970033,38,46,30,48,28,34.0,224.0,Blue,Red,Green,Green,Red,Red
4970032,36,46,45,31,16,27.0,201.0,Green,Red,Green,Red,Red,Green
4970031,44,27,38,40,18,9.0,176.0,Blue,Green,Blue,Red,Green,Green
4970030,6,35,10,28,40,27.0,146.0,Green,Blue,Red,Red,Red,Green
4970024,47,35,12,7,2,5.0,108.0,Blue,Blue,Green,Red,Blue,Blue
4970023,2,33,10,39,8,6.0,98.0,Blue,Green,Red,Green,Blue,Green
4970022,11,12,25,43,26,14.0,131.0,Blue,Green,Red,Red,Blue,Blue
4970021,5,23,37,31,30,43.0,169.0,Blue,Blue,Red,Red,Green,Red
4970020,29,17,6,43,9,34.0,138.0,Blue,Blue,Green,Red,Green,Red
4970019,6,39,16,45,21,10.0,137.0,Green,Green,Red,Green,Green,Red
4970018,26,34,27,13,12,2.0,114.0,Blue,Red,Green,Red,Green,Blue
4970017,15,19,42,29,35,20.0,160.0,Green,Red,Green,Blue,Blue,Blue
4970016,18,17,47,44,28,25.0,179.0,Green,Blue,Blue,Blue,Red,Red
4970015,3,36,39,37,5,41.0,161.0,Green,Green,Green,Red,Blue,Blue
4970014,49,28,7,47,29,42.0,202.0,Yellow,Red,Red,Blue,Blue,Green
4970013,10,23,27,20,45,2.0,127.0,Red,Blue,Green,Blue,Green,Blue
4970012,4,40,14,24,1,45.0,128.0,Red,Red,Blue,Green,Red,Green
4970011,38,22,29,34,35,6.0,164.0,Blue,Red,Blue,Red,Blue,Green
4970010,10,34,33,45,16,38.0,176.0,Red,Red,Green,Green,Red,Blue
4970009,11,29,40,32,23,14.0,149.0,Blue,Blue,Red,Blue,Blue,Blue
